Name,Clean Name,Short Name,Summary Name,Price (₹),Original Price (₹),Discount (%),Rating,Reviews,Sold Last Month,url
OneAssist 2 Years Extended Warranty Plan for Headphones Between INR 4001-5000 (E-Mail Delivery),OneAssist 2 Years Extended Warranty Plan for Headphones Between INR 40015000 EMail Delivery,OneAssist 2 Years Extended Warranty Plan,Oneassist Warranty,629.0,1419.0,56.0,4.1,60.0,0.0,https://www.amazon.in/OneAssist-Years-Extended-Warranty-Headphones/dp/B09QMMVPB7/ref=sr_1_739?dib=eyJ2IjoiMSJ9.MoVRuiiMXk0ziAyMSo3AQBJgCyFDdfP4s4XiViUv3zDuzHTEIFCCv_agcufoAxFI8KMfB2HVmkWIyuaf-482kglrWA-5d2EFy2114ZQfyr49vsLIbs1rLVicW7T7YXJBXKyPT6SwjbWZY4x19Vt7WpwbiuU-OJFysC0uwYJUMStxAfdtdkv4EB4-F8AnZZxLHHPXoKv-mfu5aaTgV7acppT7ZTO-UMRdk_zxThwSA0ygysDrt9TpAlG1z8rg5fQUITPDhMxgGb7qUfYAnHNGRR5Xvu2BsF3Bb6zeaYcjeJw.V87dKpZyiOgM9E__jExtN17RP-b0sWWRz5gpQuBlP3Q&dib_tag=se&keywords=electronics&qid=1743770968&s=electronics&sr=1-739
"ZEBRONICS Thunder Bluetooth 5.3 Wireless Over Ear Headphones with 60H Backup, Gaming Mode, Dual Pairing, Enc, Aux, Micro Sd, Voice Assistant, Comfortable Earcups, Call Function (Sea Green)",ZEBRONICS Thunder Bluetooth 53 Wireless Over Ear Headphones with 60H Backup Gaming Mode Dual Pairing Enc Aux Micro Sd Voice Assistant Comfortable Earcups Call Function Sea Green,ZEBRONICS Thunder Bluetooth 53 Wireless Over,Zebronics,699.0,1399.0,50.0,3.8,76214.0,1.0,https://www.amazon.in/ZEBRONICS-Zeb-Thunder-Connectivity-Sea-Green/dp/B09B5CPV71/ref=sr_1_740?dib=eyJ2IjoiMSJ9.MoVRuiiMXk0ziAyMSo3AQBJgCyFDdfP4s4XiViUv3zDuzHTEIFCCv_agcufoAxFI8KMfB2HVmkWIyuaf-482kglrWA-5d2EFy2114ZQfyr49vsLIbs1rLVicW7T7YXJBXKyPT6SwjbWZY4x19Vt7WpwbiuU-OJFysC0uwYJUMStxAfdtdkv4EB4-F8AnZZxLHHPXoKv-mfu5aaTgV7acppT7ZTO-UMRdk_zxThwSA0ygysDrt9TpAlG1z8rg5fQUITPDhMxgGb7qUfYAnHNGRR5Xvu2BsF3Bb6zeaYcjeJw.V87dKpZyiOgM9E__jExtN17RP-b0sWWRz5gpQuBlP3Q&dib_tag=se&keywords=electronics&qid=1743770968&s=electronics&sr=1-740
OneAssist 1 Year Extended Warranty Plan for Portable Bluetooth Speakers Between INR 15001-20000 (E-Mail Delivery),OneAssist 1 Year Extended Warranty Plan for Portable Bluetooth Speakers Between INR 1500120000 EMail Delivery,OneAssist 1 Year Extended Warranty Plan,Oneassist Warranty,1169.0,2639.0,56.0,3.7,15.0,0.0,https://www.amazon.in/OneAssist-Extended-Warranty-Portable-Bluetooth/dp/B09QMQ78R3/ref=sr_1_741?dib=eyJ2IjoiMSJ9.MoVRuiiMXk0ziAyMSo3AQBJgCyFDdfP4s4XiViUv3zDuzHTEIFCCv_agcufoAxFI8KMfB2HVmkWIyuaf-482kglrWA-5d2EFy2114ZQfyr49vsLIbs1rLVicW7T7YXJBXKyPT6SwjbWZY4x19Vt7WpwbiuU-OJFysC0uwYJUMStxAfdtdkv4EB4-F8AnZZxLHHPXoKv-mfu5aaTgV7acppT7ZTO-UMRdk_zxThwSA0ygysDrt9TpAlG1z8rg5fQUITPDhMxgGb7qUfYAnHNGRR5Xvu2BsF3Bb6zeaYcjeJw.V87dKpZyiOgM9E__jExtN17RP-b0sWWRz5gpQuBlP3Q&dib_tag=se&keywords=electronics&qid=1743770968&s=electronics&sr=1-741
"Noise Twist Round dial Smart Watch with Bluetooth Calling, 1.38"" TFT Display, up-to 7 Days Battery, 100+ Watch Faces, IP68, Heart Rate Monitor, Sleep Tracking (Jet Black)",Noise Twist Round dial Smart Watch with Bluetooth Calling 138 TFT Display upto 7 Days Battery 100 Watch Faces IP68 Heart Rate Monitor Sleep Tracking Jet Black,Noise Twist Round dial Smart Watch,Noise,1199.0,4999.0,76.0,4.0,17065.0,4.0,https://www.amazon.in/Noise-Launched-Bluetooth-Calling-Tracking/dp/B0BJ72WZQ7/ref=sr_1_742?dib=eyJ2IjoiMSJ9.MoVRuiiMXk0ziAyMSo3AQBJgCyFDdfP4s4XiViUv3zDuzHTEIFCCv_agcufoAxFI8KMfB2HVmkWIyuaf-482kglrWA-5d2EFy2114ZQfyr49vsLIbs1rLVicW7T7YXJBXKyPT6SwjbWZY4x19Vt7WpwbiuU-OJFysC0uwYJUMStxAfdtdkv4EB4-F8AnZZxLHHPXoKv-mfu5aaTgV7acppT7ZTO-UMRdk_zxThwSA0ygysDrt9TpAlG1z8rg5fQUITPDhMxgGb7qUfYAnHNGRR5Xvu2BsF3Bb6zeaYcjeJw.V87dKpZyiOgM9E__jExtN17RP-b0sWWRz5gpQuBlP3Q&dib_tag=se&keywords=electronics&qid=1743770968&s=electronics&sr=1-742
GadgetBite Ultimate Cable Protector | Spiral Cable Protector 1.5 Meter/Cable Protector 150 cm | Plastic Cord Wire Charger Winder for iPhone and Android Charging Cables - Black (Pack of 2),GadgetBite Ultimate Cable Protector  Spiral Cable Protector 15 MeterCable Protector 150 cm  Plastic Cord Wire Charger Winder for iPhone and Android Charging Cables  Black Pack of 2,GadgetBite Ultimate Cable Protector Spiral Cable,Gadgetbite Cable cable charger,165.0,82.0,79.0,4.1,318.0,82.0,https://www.amazon.in/GadgetBite-Ultimate-Protector-Plastic-Charging/dp/B0DRKZTDPV/ref=sr_1_743?dib=eyJ2IjoiMSJ9.MoVRuiiMXk0ziAyMSo3AQBJgCyFDdfP4s4XiViUv3zDuzHTEIFCCv_agcufoAxFI8KMfB2HVmkWIyuaf-482kglrWA-5d2EFy2114ZQfyr49vsLIbs1rLVicW7T7YXJBXKyPT6SwjbWZY4x19Vt7WpwbiuU-OJFysC0uwYJUMStxAfdtdkv4EB4-F8AnZZxLHHPXoKv-mfu5aaTgV7acppT7ZTO-UMRdk_zxThwSA0ygysDrt9TpAlG1z8rg5fQUITPDhMxgGb7qUfYAnHNGRR5Xvu2BsF3Bb6zeaYcjeJw.V87dKpZyiOgM9E__jExtN17RP-b0sWWRz5gpQuBlP3Q&dib_tag=se&keywords=electronics&qid=1743770968&s=electronics&sr=1-743
"iSiLER Electric Compressed Air Duster, Cordless Blower for Cleaning Dust, 3 Gear, Up to 51000 RPM, 5 Nozzles, LED Light, Rechargeable Air Blower for Computer, Keyboard, Electric Devices",iSiLER Electric Compressed Air Duster Cordless Blower for Cleaning Dust 3 Gear Up to 51000 RPM 5 Nozzles LED Light Rechargeable Air Blower for Computer Keyboard Electric Devices,iSiLER Electric Compressed Air Duster Cordless,Isiler,2279.0,3000.0,24.0,3.8,14.0,50.0,https://www.amazon.in/Electric-Compressed-Cordless-Cleaning-Rechargeable/dp/B0DMF14SN4/ref=sr_1_744?dib=eyJ2IjoiMSJ9.MoVRuiiMXk0ziAyMSo3AQBJgCyFDdfP4s4XiViUv3zDuzHTEIFCCv_agcufoAxFI8KMfB2HVmkWIyuaf-482kglrWA-5d2EFy2114ZQfyr49vsLIbs1rLVicW7T7YXJBXKyPT6SwjbWZY4x19Vt7WpwbiuU-OJFysC0uwYJUMStxAfdtdkv4EB4-F8AnZZxLHHPXoKv-mfu5aaTgV7acppT7ZTO-UMRdk_zxThwSA0ygysDrt9TpAlG1z8rg5fQUITPDhMxgGb7qUfYAnHNGRR5Xvu2BsF3Bb6zeaYcjeJw.V87dKpZyiOgM9E__jExtN17RP-b0sWWRz5gpQuBlP3Q&dib_tag=se&keywords=electronics&qid=1743770968&s=electronics&sr=1-744
FATMUG Travel Organizer Bag for Small Electronic and Accessories -Gadgets Kit Case Pouch - Light Grey Unfolded - 22 x 6 IN Folded - 9.5 x 6 IN,FATMUG Travel Organizer Bag for Small Electronic and Accessories Gadgets Kit Case Pouch  Light Grey Unfolded  22 x 6 IN Folded  95 x 6 IN,FATMUG Travel Organizer Bag for Small,Fatmug Organizer case,499.0,999.0,50.0,4.4,631.0,0.0,https://www.amazon.in/FATMUG-Organizer-Electronic-Accessories-Gadgets-Pouch-Light/dp/B07Y279JRL/ref=sr_1_745?dib=eyJ2IjoiMSJ9.MoVRuiiMXk0ziAyMSo3AQBJgCyFDdfP4s4XiViUv3zDuzHTEIFCCv_agcufoAxFI8KMfB2HVmkWIyuaf-482kglrWA-5d2EFy2114ZQfyr49vsLIbs1rLVicW7T7YXJBXKyPT6SwjbWZY4x19Vt7WpwbiuU-OJFysC0uwYJUMStxAfdtdkv4EB4-F8AnZZxLHHPXoKv-mfu5aaTgV7acppT7ZTO-UMRdk_zxThwSA0ygysDrt9TpAlG1z8rg5fQUITPDhMxgGb7qUfYAnHNGRR5Xvu2BsF3Bb6zeaYcjeJw.V87dKpZyiOgM9E__jExtN17RP-b0sWWRz5gpQuBlP3Q&dib_tag=se&keywords=electronics&qid=1743770968&s=electronics&sr=1-745
"Noise Pulse 2 Pro [New Launch] 1.8"" Vibrant Display, Bluetooth Calling Smart Watch for Men & Women, 7 Days Battery Life, Metallic Finish, Built-in Games, Voice Assistance, Health Suite (Elite Black)",Noise Pulse 2 Pro New Launch 18 Vibrant Display Bluetooth Calling Smart Watch for Men  Women 7 Days Battery Life Metallic Finish Builtin Games Voice Assistance Health Suite Elite Black,Noise Pulse 2 Pro New Launch,Noise,1699.0,6999.0,76.0,4.0,4134.0,1.0,https://www.amazon.in/Noise-Vibrant-Bluetooth-Metallic-Assistance/dp/B0DNQQ67JY/ref=sr_1_746?dib=eyJ2IjoiMSJ9.MoVRuiiMXk0ziAyMSo3AQBJgCyFDdfP4s4XiViUv3zDuzHTEIFCCv_agcufoAxFI8KMfB2HVmkWIyuaf-482kglrWA-5d2EFy2114ZQfyr49vsLIbs1rLVicW7T7YXJBXKyPT6SwjbWZY4x19Vt7WpwbiuU-OJFysC0uwYJUMStxAfdtdkv4EB4-F8AnZZxLHHPXoKv-mfu5aaTgV7acppT7ZTO-UMRdk_zxThwSA0ygysDrt9TpAlG1z8rg5fQUITPDhMxgGb7qUfYAnHNGRR5Xvu2BsF3Bb6zeaYcjeJw.V87dKpZyiOgM9E__jExtN17RP-b0sWWRz5gpQuBlP3Q&dib_tag=se&keywords=electronics&qid=1743770968&s=electronics&sr=1-746
OneAssist 6 Months Extended Warranty Plan for Mobile Between INR 30001-35000(E-Mail Delivery Only),OneAssist 6 Months Extended Warranty Plan for Mobile Between INR 3000135000EMail Delivery Only,OneAssist 6 Months Extended Warranty Plan,Oneassist Warranty,499.0,998.0,50.0,3.5,3.0,0.0,https://www.amazon.in/OneAssist-Extended-Warranty-30001-35000-Delivery/dp/B0CFFCTBTQ/ref=sr_1_747?dib=eyJ2IjoiMSJ9.MoVRuiiMXk0ziAyMSo3AQBJgCyFDdfP4s4XiViUv3zDuzHTEIFCCv_agcufoAxFI8KMfB2HVmkWIyuaf-482kglrWA-5d2EFy2114ZQfyr49vsLIbs1rLVicW7T7YXJBXKyPT6SwjbWZY4x19Vt7WpwbiuU-OJFysC0uwYJUMStxAfdtdkv4EB4-F8AnZZxLHHPXoKv-mfu5aaTgV7acppT7ZTO-UMRdk_zxThwSA0ygysDrt9TpAlG1z8rg5fQUITPDhMxgGb7qUfYAnHNGRR5Xvu2BsF3Bb6zeaYcjeJw.V87dKpZyiOgM9E__jExtN17RP-b0sWWRz5gpQuBlP3Q&dib_tag=se&keywords=electronics&qid=1743770968&s=electronics&sr=1-747
Electronic Spices Pack of 20 Fuse Holder Inline Screw Type With 1015 18 AWG Wire,Electronic Spices Pack of 20 Fuse Holder Inline Screw Type With 1015 18 AWG Wire,Electronic Spices Pack of 20 Fuse,Electronic,299.0,14.0,25.0,3.8,44.0,14.0,https://www.amazon.in/Electronicspices-Pack-Holder-Inline-Screw/dp/B0852HFWGJ/ref=sr_1_748?dib=eyJ2IjoiMSJ9.MoVRuiiMXk0ziAyMSo3AQBJgCyFDdfP4s4XiViUv3zDuzHTEIFCCv_agcufoAxFI8KMfB2HVmkWIyuaf-482kglrWA-5d2EFy2114ZQfyr49vsLIbs1rLVicW7T7YXJBXKyPT6SwjbWZY4x19Vt7WpwbiuU-OJFysC0uwYJUMStxAfdtdkv4EB4-F8AnZZxLHHPXoKv-mfu5aaTgV7acppT7ZTO-UMRdk_zxThwSA0ygysDrt9TpAlG1z8rg5fQUITPDhMxgGb7qUfYAnHNGRR5Xvu2BsF3Bb6zeaYcjeJw.V87dKpZyiOgM9E__jExtN17RP-b0sWWRz5gpQuBlP3Q&dib_tag=se&keywords=electronics&qid=1743770968&s=electronics&sr=1-748
"Tukzer Multi-functional 18-in-1 Smart Cleaning Kit Tool Set| Cleaning Pen, Spray, Super Fiber Cloth, Brush, Key Puller for Earbuds, Camera, Mobile, Tablet, Laptop, Keyboard, Electronic Gadgets (White)",Tukzer Multifunctional 18in1 Smart Cleaning Kit Tool Set Cleaning Pen Spray Super Fiber Cloth Brush Key Puller for Earbuds Camera Mobile Tablet Laptop Keyboard Electronic Gadgets White,Tukzer Multifunctional 18in1 Smart Cleaning Kit,Tukzer Earbuds camera,499.0,1499.0,67.0,4.2,673.0,50.0,https://www.amazon.in/Tukzer-Multi-functional-Cleaning-Keyboard-Electronic/dp/B0CBSH29B9/ref=sr_1_749?dib=eyJ2IjoiMSJ9.MoVRuiiMXk0ziAyMSo3AQBJgCyFDdfP4s4XiViUv3zDuzHTEIFCCv_agcufoAxFI8KMfB2HVmkWIyuaf-482kglrWA-5d2EFy2114ZQfyr49vsLIbs1rLVicW7T7YXJBXKyPT6SwjbWZY4x19Vt7WpwbiuU-OJFysC0uwYJUMStxAfdtdkv4EB4-F8AnZZxLHHPXoKv-mfu5aaTgV7acppT7ZTO-UMRdk_zxThwSA0ygysDrt9TpAlG1z8rg5fQUITPDhMxgGb7qUfYAnHNGRR5Xvu2BsF3Bb6zeaYcjeJw.V87dKpZyiOgM9E__jExtN17RP-b0sWWRz5gpQuBlP3Q&dib_tag=se&keywords=electronics&qid=1743770968&s=electronics&sr=1-749
"Amazon Basics USB Type C to USB 3.0 OTG Cable/Adapter/Connector, Fast Charging/Data Transfer, Speed Upto 4.8 GBPS, Compatible with MacBook Air/Pro, 11/12.9 iPad Pro, 10.9 iPad Air 4, Android Phones",Amazon Basics USB Type C to USB 30 OTG CableAdapterConnector Fast ChargingData Transfer Speed Upto 48 GBPS Compatible with MacBook AirPro 11129 iPad Pro 109 iPad Air 4 Android Phones,Amazon Basics USB Type C to,Amazon,269.0,399.0,33.0,4.4,328.0,400.0,https://www.amazon.in/Adapter-Connector-Charging-Transfer-Compatible/dp/B0CPLYX5QP/ref=sr_1_750?dib=eyJ2IjoiMSJ9.MoVRuiiMXk0ziAyMSo3AQBJgCyFDdfP4s4XiViUv3zDuzHTEIFCCv_agcufoAxFI8KMfB2HVmkWIyuaf-482kglrWA-5d2EFy2114ZQfyr49vsLIbs1rLVicW7T7YXJBXKyPT6SwjbWZY4x19Vt7WpwbiuU-OJFysC0uwYJUMStxAfdtdkv4EB4-F8AnZZxLHHPXoKv-mfu5aaTgV7acppT7ZTO-UMRdk_zxThwSA0ygysDrt9TpAlG1z8rg5fQUITPDhMxgGb7qUfYAnHNGRR5Xvu2BsF3Bb6zeaYcjeJw.V87dKpZyiOgM9E__jExtN17RP-b0sWWRz5gpQuBlP3Q&dib_tag=se&keywords=electronics&qid=1743770968&s=electronics&sr=1-750
"FOVERA Lap Desk Pillow | Height Adjustable, Soft & Comfortable Armrest, Easy to Store | for Working on Laptop, Reading & Gaming | Work from Home Pillow | Perfect for Using on Bed, Sofa & Floor (Grey)",FOVERA Lap Desk Pillow  Height Adjustable Soft  Comfortable Armrest Easy to Store  for Working on Laptop Reading  Gaming  Work from Home Pillow  Perfect for Using on Bed Sofa  Floor Grey,FOVERA Lap Desk Pillow Height Adjustable,Fovera,3889.0,8400.0,54.0,4.2,1885.0,500.0,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MTc4NjcwMTY0MzM3NjU3OjE3NDM3NzA5Njg6c3BfYnRmOjMwMDQ2Mjc4NDgwNzYzMjo6MDo6&url=%2FFOVERA-Adjustable-Comfortable-Armrest-Working%2Fdp%2FB0DRC6HQN3%2Fref%3Dsr_1_751_sspa%3Fdib%3DeyJ2IjoiMSJ9.MoVRuiiMXk0ziAyMSo3AQBJgCyFDdfP4s4XiViUv3zDuzHTEIFCCv_agcufoAxFI8KMfB2HVmkWIyuaf-482kglrWA-5d2EFy2114ZQfyr49vsLIbs1rLVicW7T7YXJBXKyPT6SwjbWZY4x19Vt7WpwbiuU-OJFysC0uwYJUMStxAfdtdkv4EB4-F8AnZZxLHHPXoKv-mfu5aaTgV7acppT7ZTO-UMRdk_zxThwSA0ygysDrt9TpAlG1z8rg5fQUITPDhMxgGb7qUfYAnHNGRR5Xvu2BsF3Bb6zeaYcjeJw.V87dKpZyiOgM9E__jExtN17RP-b0sWWRz5gpQuBlP3Q%26dib_tag%3Dse%26keywords%3Delectronics%26qid%3D1743770968%26s%3Delectronics%26sr%3D1-751-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"Goatter Genuine Leather Tech Organizer for Travel and Daily Use, Portable Gadget Organiser, Cable Organizer, Multipurpose Pouch (Coffee Brown)",Goatter Genuine Leather Tech Organizer for Travel and Daily Use Portable Gadget Organiser Cable Organizer Multipurpose Pouch Coffee Brown,Goatter Genuine Leather Tech Organizer for,Goatter Organizer cable organizer,999.0,2999.0,67.0,3.9799583911234397,0.0,0.0,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MTc4NjcwMTY0MzM3NjU3OjE3NDM3NzA5Njg6c3BfYnRmOjMwMDMyODY5Mzg1MDMzMjo6MDo6&url=%2FGoatter-Organizer-Portable-Organiser-Multipurpose%2Fdp%2FB0DDXKTN48%2Fref%3Dsr_1_752_sspa%3Fdib%3DeyJ2IjoiMSJ9.MoVRuiiMXk0ziAyMSo3AQBJgCyFDdfP4s4XiViUv3zDuzHTEIFCCv_agcufoAxFI8KMfB2HVmkWIyuaf-482kglrWA-5d2EFy2114ZQfyr49vsLIbs1rLVicW7T7YXJBXKyPT6SwjbWZY4x19Vt7WpwbiuU-OJFysC0uwYJUMStxAfdtdkv4EB4-F8AnZZxLHHPXoKv-mfu5aaTgV7acppT7ZTO-UMRdk_zxThwSA0ygysDrt9TpAlG1z8rg5fQUITPDhMxgGb7qUfYAnHNGRR5Xvu2BsF3Bb6zeaYcjeJw.V87dKpZyiOgM9E__jExtN17RP-b0sWWRz5gpQuBlP3Q%26dib_tag%3Dse%26keywords%3Delectronics%26qid%3D1743770968%26s%3Delectronics%26sr%3D1-752-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
Lets Pack Tech Pouch: The Waterproof Charging Cable Storage Bag | Travel Organizer Charger Pouch for Cables | Adapters Chargers Power Bank | Hard Drive and Tech Essentials | Zippered Gadget Organizer,Lets Pack Tech Pouch The Waterproof Charging Cable Storage Bag  Travel Organizer Charger Pouch for Cables  Adapters Chargers Power Bank  Hard Drive and Tech Essentials  Zippered Gadget Organizer,Lets Pack Tech Pouch The Waterproof,Lets Cable organizer charger organizer,729.0,1199.0,39.0,4.9,62.0,0.0,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MTc4NjcwMTY0MzM3NjU3OjE3NDM3NzA5Njg6c3BfYnRmOjMwMDQ2NTg3OTYxOTIzMjo6MDo6&url=%2FLets-Pack-Tech-Pouch-Waterproof%2Fdp%2FB0DQ5HV53D%2Fref%3Dsr_1_753_sspa%3Fdib%3DeyJ2IjoiMSJ9.MoVRuiiMXk0ziAyMSo3AQBJgCyFDdfP4s4XiViUv3zDuzHTEIFCCv_agcufoAxFI8KMfB2HVmkWIyuaf-482kglrWA-5d2EFy2114ZQfyr49vsLIbs1rLVicW7T7YXJBXKyPT6SwjbWZY4x19Vt7WpwbiuU-OJFysC0uwYJUMStxAfdtdkv4EB4-F8AnZZxLHHPXoKv-mfu5aaTgV7acppT7ZTO-UMRdk_zxThwSA0ygysDrt9TpAlG1z8rg5fQUITPDhMxgGb7qUfYAnHNGRR5Xvu2BsF3Bb6zeaYcjeJw.V87dKpZyiOgM9E__jExtN17RP-b0sWWRz5gpQuBlP3Q%26dib_tag%3Dse%26keywords%3Delectronics%26qid%3D1743770968%26s%3Delectronics%26sr%3D1-753-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"BORSSO Ultima GEN-3, Android 9, Fully Closed Engine Projector 1080p Native, 2600 ANSI (2X Brighter), Short Throw, Auto Focus & Keystone, HDMI Support 4K HDR10, HDMI ARC, 6G WiFi & 5.1 Bluetooth",BORSSO Ultima GEN3 Android 9 Fully Closed Engine Projector 1080p Native 2600 ANSI 2X Brighter Short Throw Auto Focus  Keystone HDMI Support 4K HDR10 HDMI ARC 6G WiFi  51 Bluetooth,BORSSO Ultima GEN3 Android 9 Fully,Borsso,34999.0,89999.0,61.0,3.9,590.0,0.0,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyNzc0Njk0OTE1MzQ4Njk0OjE3NDM3NzEwMDE6c3BfYXRmX25leHQ6MzAwMTczMzYyOTI2NzMyOjowOjo&url=%2FBORSSO-Android-Projector-Keystone-Bluetooth%2Fdp%2FB0BXF8VPJ3%2Fref%3Dsr_1_745_sspa%3Fdib%3DeyJ2IjoiMSJ9.502VNp0hm93sq8L2CRb6EW8o9v3kDKHgNhKctIFyzJv3i5t8LfueQWnXxhCpWPAPrbXHQ_NK5cXDv7Od1rUDCcU60NM_PILXlCDjooC9W_xMz1sanOVrOvJuBmy6dhF5quFxHZN10bi4bE5KjqKBj4XRkIipTc4HLfv-ZqZWm-oaKlsPkvyjaFRe0XYwYE5U0Kcfuhwo1e_37lVfN_TIXFpZCST_-3XvpmSH7oKF8oLE9U2Z_hiAwtunCzPWfnF5rJUwQ34Av7ErhbB40FcptJzqlj9Yj7HGtp-Hj_Os9_I.cvDhIUZ_elbuN9ZiP7K2NtARrn9Ibv39EYJp0FMu1B8%26dib_tag%3Dse%26keywords%3Delectronics%26qid%3D1743771001%26s%3Delectronics%26sr%3D1-745-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"Portronics Beem 470 Mini Smart LED Projector,720p HD,2000 Lumens,Pre-Installed Streaming Apps(Netflix, Prime Video, Hotstar),Auto Keystone,3W Speaker,Adjustable Angle, Wireless Screen Mirroring",Portronics Beem 470 Mini Smart LED Projector720p HD2000 LumensPreInstalled Streaming AppsNetflix Prime Video HotstarAuto Keystone3W SpeakerAdjustable Angle Wireless Screen Mirroring,Portronics Beem 470 Mini Smart LED,Portronics,6999.0,19999.0,65.0,4.0,1570.0,100.0,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyNzc0Njk0OTE1MzQ4Njk0OjE3NDM3NzEwMDE6c3BfYXRmX25leHQ6MzAwNTAyOTE4ODk1MDMyOjowOjo&url=%2FPortronics-Projector-Pre-Installed-Streaming-Adjustable%2Fdp%2FB0DWX7TWKR%2Fref%3Dsr_1_746_sspa%3Fdib%3DeyJ2IjoiMSJ9.502VNp0hm93sq8L2CRb6EW8o9v3kDKHgNhKctIFyzJv3i5t8LfueQWnXxhCpWPAPrbXHQ_NK5cXDv7Od1rUDCcU60NM_PILXlCDjooC9W_xMz1sanOVrOvJuBmy6dhF5quFxHZN10bi4bE5KjqKBj4XRkIipTc4HLfv-ZqZWm-oaKlsPkvyjaFRe0XYwYE5U0Kcfuhwo1e_37lVfN_TIXFpZCST_-3XvpmSH7oKF8oLE9U2Z_hiAwtunCzPWfnF5rJUwQ34Av7ErhbB40FcptJzqlj9Yj7HGtp-Hj_Os9_I.cvDhIUZ_elbuN9ZiP7K2NtARrn9Ibv39EYJp0FMu1B8%26dib_tag%3Dse%26keywords%3Delectronics%26qid%3D1743771001%26s%3Delectronics%26sr%3D1-746-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"Boult x Mustang Torq Wireless in Ear Earbuds with 50H Playtime, App Support, Quad Mic ENC, 45ms Low Latency, Breathing LEDs, 13mm Drivers, Touch Control, Made in India IPX5 Ear Buds TWS Bluetooth 5.4",Boult x Mustang Torq Wireless in Ear Earbuds with 50H Playtime App Support Quad Mic ENC 45ms Low Latency Breathing LEDs 13mm Drivers Touch Control Made in India IPX5 Ear Buds TWS Bluetooth 54,Boult x Mustang Torq Wireless in,Boult Earbuds,1799.0,5999.0,70.0,4.1,5302.0,3.0,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyNzc0Njk0OTE1MzQ4Njk0OjE3NDM3NzEwMDE6c3BfYXRmX25leHQ6MzAwMjI5MjY1NDg2MjMyOjowOjo&url=%2FBoult-Wireless-Earbuds-Breathing-Bluetooth%2Fdp%2FB0D63CNLJ9%2Fref%3Dsr_1_747_sspa%3Fdib%3DeyJ2IjoiMSJ9.502VNp0hm93sq8L2CRb6EW8o9v3kDKHgNhKctIFyzJv3i5t8LfueQWnXxhCpWPAPrbXHQ_NK5cXDv7Od1rUDCcU60NM_PILXlCDjooC9W_xMz1sanOVrOvJuBmy6dhF5quFxHZN10bi4bE5KjqKBj4XRkIipTc4HLfv-ZqZWm-oaKlsPkvyjaFRe0XYwYE5U0Kcfuhwo1e_37lVfN_TIXFpZCST_-3XvpmSH7oKF8oLE9U2Z_hiAwtunCzPWfnF5rJUwQ34Av7ErhbB40FcptJzqlj9Yj7HGtp-Hj_Os9_I.cvDhIUZ_elbuN9ZiP7K2NtARrn9Ibv39EYJp0FMu1B8%26dib_tag%3Dse%26keywords%3Delectronics%26qid%3D1743771001%26s%3Delectronics%26sr%3D1-747-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"Electronic Spices 5pcs 12v Brushless 3Inch DC Cooling Fan for Pc Case,CPU Cooler Black (80X80) mm",Electronic Spices 5pcs 12v Brushless 3Inch DC Cooling Fan for Pc CaseCPU Cooler Black 80X80 mm,Electronic Spices 5pcs 12v Brushless 3Inch,Electronic,400.0,400.0,2.0,4.0,103.0,0.0,https://www.amazon.in/Brushless-3Inch-Cooling-Cooler-Black/dp/B08WRCZ1XF/ref=sr_1_748?dib=eyJ2IjoiMSJ9.502VNp0hm93sq8L2CRb6EW8o9v3kDKHgNhKctIFyzJv3i5t8LfueQWnXxhCpWPAPrbXHQ_NK5cXDv7Od1rUDCcU60NM_PILXlCDjooC9W_xMz1sanOVrOvJuBmy6dhF5quFxHZN10bi4bE5KjqKBj4XRkIipTc4HLfv-ZqZWm-oaKlsPkvyjaFRe0XYwYE5U0Kcfuhwo1e_37lVfN_TIXFpZCST_-3XvpmSH7oKF8oLE9U2Z_hiAwtunCzPWfnF5rJUwQ34Av7ErhbB40FcptJzqlj9Yj7HGtp-Hj_Os9_I.cvDhIUZ_elbuN9ZiP7K2NtARrn9Ibv39EYJp0FMu1B8&dib_tag=se&keywords=electronics&qid=1743771001&s=electronics&sr=1-748
